"Brand","Year","UsedOrNew","Transmission","Cylinders","EngineDisplacement","DriveType","FuelType","Litersper100km","Kilometres","City","State","BodyType","Doors","Seats","Price"
"Mitsubishi",2014,"USED","Automatic",4,2,"Front","Unleaded",7.7,151912,"Maddington","WA","SUV",4,5,14888
"Ford",2013,"USED","Manual",6,4,"Rear","Unleaded",11.7,159328,"Morphett Vale","SA","Ute / Tray",2,2,19990
"Volkswagen",2014,"USED","Manual",4,2,"Front","Diesel",7.5,164000,"Hindmarsh","SA","Commercial",2,2,21998
"Holden",2018,"USED","Automatic",6,3.6,"AWD","Premium",9.1,51208,"Attadale","WA","Wagon",4,5,34965
"Volkswagen",2016,"USED","Automatic",4,1.4,"Front","Premium",5.4,95643,"Victoria Park","WA","Hatchback",5,5,21999
"Toyota",2008,"USED","Manual",4,3,"4WD","Diesel",9.2,207000,"Rosewater","SA","SUV",4,8,27950
"Kia",2020,"USED","Automatic",4,2,"Front","Unleaded",7.4,48800,"Victoria Park","WA","Hatchback",5,5,23977
"Hyundai",2021,"USED","Automatic",4,2,"Front","Unleaded",7.4,25871,"Victoria Park","WA","Hatchback",4,5,26999
"Jeep",2018,"USED","Automatic",6,3,"4WD","Diesel",7.5,58774,"Bentley","WA","SUV",4,5,49977
"Toyota",2017,"USED","Automatic",4,2.8,"4WD","Diesel",9,146328,"Kenwick","WA","Ute / Tray",2,2,49975
"Mazda",2021,"USED","Automatic",4,3,"4WD","Diesel",8,29212,"Rockingham","WA","Ute / Tray",4,5,64990
"Isuzu",2014,"USED","Automatic",4,3,"4WD","Diesel",8.4,103121,"Bentley","WA","SUV",4,7,36988
"Suzuki",2010,"USED","Manual",4,1.5,"Front","Unleaded",6.3,189031,"Glenelg","SA","Hatchback",5,5,8990
"Jeep",2014,"USED","Automatic",6,3,"4WD","Diesel",7.5,185195,"Bentley","WA","SUV",4,5,26999
"Hyundai",2019,"USED","Automatic",4,2,"Front","Unleaded",7.4,53394,"Victoria Park","WA","Hatchback",4,5,22977
"Audi",2014,"USED","Automatic",6,3,"AWD","Diesel",6.4,151454,"Edwardstown","SA","SUV",4,5,23987
"Toyota",2016,"USED","Automatic",4,2.5,"Front","Unleaded",7.9,116005,"Bibra Lake","WA","Sedan",4,5,20888
"Kia",2019,"USED","Automatic",4,1.2,"Front","Unleaded",5.8,58762,"Victoria Park","WA","Hatchback",5,5,20999
"Ford",2006,"USED","Automatic",6,4,"AWD","Unleaded",14.2,237805,"Somerton Park","SA","SUV",4,5,14990
"Kia",2019,"USED","Automatic",4,2,"Front","Unleaded",7.4,154623,"Bentley","WA","Hatchback",5,5,18990
"Ford",2018,"USED","Automatic",5,3.2,"4WD","Diesel",8.9,80630,"Maddington","WA","Ute / Tray",4,5,53990
"Suzuki",2020,"USED","Automatic",4,1.5,"4WD","Unleaded",6.9,30273,"Bentley","WA","SUV",2,4,43928
"Nissan",2021,"USED","Automatic",4,2,"Front","Unleaded",6.9,34426,"Osborne Park","WA","SUV",4,5,30990
"Toyota",2005,"USED","Manual",6,4.2,"4WD","Diesel",11.2,251045,"Edwardstown","SA","SUV",4,8,39970
"Toyota",2019,"USED","Automatic",4,2.8,"4WD","Diesel",8,75987,"Midland","WA","SUV",4,7,69990
"Renault",2019,"USED","Automatic",4,2,"4WD","Diesel",5.6,87000,"Maddington","WA","SUV",4,5,31999
"Mercedes-Benz",2009,"USED","Automatic",6,3.5,"Rear","Premium",9.4,192472,"Somerton Park","SA","Sedan",4,5,15880
"BMW",2018,"USED","Automatic",4,2,"Rear","Premium",6.1,37350,"Burswood","WA","Hatchback",4,5,44990
"Nissan",2019,"USED","Automatic",4,2,"4WD","Diesel",6,91859,"Osborne Park","WA","SUV",4,5,28990
"Toyota",2017,"USED","Automatic",4,2.8,"4WD","Diesel",8,120885,"Bentley","WA","SUV",4,7,45984
"Volkswagen",2018,"USED","Automatic",4,2,"AWD","Diesel",5.9,70250,"Mile End South","SA","SUV",4,5,33930
"Toyota",2012,"USED","Automatic",4,1.5,"Front","Unleaded",6.3,148865,"Morley","WA","Hatchback",5,5,14698
"Hyundai",2019,"USED","Automatic",4,1.6,"Front","Unleaded",7.1,49655,"Bentley","WA","Hatchback",4,5,30968
"Toyota",2022,"USED","Automatic",4,2.5,"Front","Hybrid",4.7,14921,"Reynella","SA","SUV",5,5,60999
"Ford",2017,"USED","Manual",8,5,"Rear","Premium",13.1,60212,"Reynella","SA","Coupe",2,4,48999
"Subaru",2021,"USED","Automatic",4,2.5,"AWD","Unleaded",7.4,52378,"Bentley","WA","SUV",4,5,35980
"Toyota",2012,"USED","Automatic",8,4.5,"4WD","Diesel",10.3,279553,"Morley","WA","SUV",4,8,51950
"Toyota",2020,"USED","Automatic",4,2.8,"Rear","Diesel",7.5,50500,"Emerald","QLD","Ute / Tray",4,5,53997
"LDV",2021,"USED","Automatic",4,2,"4WD","Unleaded",10.9,49874,"Morley","WA","SUV",4,7,33950
"Toyota",2020,"USED","Automatic",4,2.8,"4WD","Diesel",7.9,63981,"Cannington","WA","Ute / Tray",4,5,55977
"Ford",2015,"USED","Automatic",5,3.2,"4WD","Diesel",9,184804,"Bentley","WA","Ute / Tray",4,5,38947
"Renault",2022,"DEMO","Automatic",4,1.3,"Front","Unleaded",6,1797,"Morphett Vale","SA","SUV",4,5,36990
"Honda",2022,"USED","Automatic",4,1.5,"Front","Unleaded",7.3,12305,"Osborne Park","WA","SUV",4,7,42990
"Lexus",2014,"USED","Automatic",6,2.5,"Rear","Premium",9.3,68429,"Port Augusta","SA","Sedan",4,5,35880
"Mazda",2017,"USED","Automatic",4,2,"Front","Unleaded",6.4,119335,"Mackay","QLD","SUV",4,5,29990
"Toyota",2019,"USED","Automatic",4,2.8,"4WD","Diesel",8,90619,"Bentley","WA","SUV",4,5,50980
"Toyota",2018,"USED","Automatic",8,4.5,"4WD","Diesel",9.5,135018,"Mackay","QLD","SUV",4,7,109990
"Lexus",2018,"USED","Automatic",8,4.5,"AWD","Diesel",9.5,97937,"Mackay","QLD","SUV",4,5,106990
"Toyota",2004,"USED","Manual",6,4.2,"4WD","Diesel",0,308080,"Osborne Park","WA","SUV",4,6,27990
"Kia",2018,"USED","Automatic",4,2.2,"Front","Diesel",7.7,144461,"Mackay","QLD","Wagon",4,8,37990
"Hyundai",2021,"USED","Automatic",4,2,"Front","Unleaded",6.2,62445,"Bentley","WA","SUV",4,5,27580
"Hyundai",2021,"USED","Automatic",4,2,"Front","Unleaded",7.4,30546,"Mackay","QLD","Hatchback",4,5,26990
"Ford",2018,"USED","Automatic",5,3.2,"4WD","Diesel",8.9,162452,"Mackay","QLD","Ute / Tray",4,5,48990
"Mitsubishi",2015,"USED","Automatic",4,2.4,"Front","Unleaded",8.5,113986,"Gosnells","WA","Sedan",4,5,17999
"Volkswagen",2020,"USED","Automatic",3,1,"Front","Premium",5.4,12892,"Mackay","QLD","SUV",4,5,33990
"Toyota",2008,"USED","Automatic",6,3.5,"Front","Unleaded",9.9,192588,"Victoria Park","WA","Sedan",4,5,9980
"Chevrolet",2020,"USED","Automatic",8,6.2,"4WD","Unleaded",0,71792,"Mackay","QLD","Ute / Tray",4,5,127990
"Hyundai",2016,"USED","Automatic",4,2,"Front","Unleaded",7.9,172888,"Rockingham","WA","SUV",4,5,19888
"Mitsubishi",2017,"USED","Automatic",4,2.4,"Front","Unleaded",6.8,108933,"West End","QLD","SUV",4,7,24990
"Nissan",2015,"USED","Automatic",4,2.3,"4WD","Diesel",7,156528,"Como","WA","Ute / Tray",2,4,32921
"Toyota",2021,"USED","Automatic",4,2.8,"4WD","Diesel",7.6,26070,"Bentley","WA","SUV",4,7,63988
"Kia",2018,"USED","Automatic",4,1.2,"Front","Unleaded",5.8,90137,"West End","QLD","Hatchback",5,5,16990
"Hyundai",2018,"USED","Automatic",4,2,"Front","Unleaded",7.9,84286,"Welshpool","WA","SUV",4,5,24999
"Toyota",2019,"USED","Automatic",4,2.5,"Front","Unleaded",7.8,53012,"West End","QLD","Sedan",4,5,30990
"Volkswagen",2017,"USED","Automatic",4,2,"AWD","Diesel",5.4,90622,"Rockingham","WA","SUV",4,5,28990
"Kia",2020,"USED","Automatic",4,2,"Front","Unleaded",7.9,58927,"Welshpool","WA","SUV",4,5,32999
"Mazda",2017,"USED","Automatic",4,2.5,"AWD","Unleaded",8.8,91210,"Garbutt","QLD","SUV",4,7,37999
"Mitsubishi",2013,"USED","Automatic",4,2.3,"AWD","Diesel",5.8,184079,"Garbutt","QLD","SUV",4,7,18299
"Kia",2018,"USED","Manual",4,1.2,"Front","Unleaded",5,25986,"Victoria Park","WA","Hatchback",5,5,17999
"Volkswagen",2017,"USED","Automatic",4,2,"Front","Diesel",5.3,116994,"Myaree","WA","Commercial",4,2,27888
"Ford",2010,"USED","Automatic",6,4,"Rear","Unleaded",12.8,164959,"Hermit Park","QLD","SUV",4,7,13990
"Hyundai",2013,"USED","Manual",4,2.4,"Rear","Premium",10.1,290951,"Osborne Park","WA","Commercial",4,3,13990
"Nissan",2015,"USED","Automatic",4,2.3,"4WD","Diesel",7,163311,"West End","QLD","Ute / Tray",4,5,32990
"Subaru",2018,"USED","Automatic",4,2.5,"AWD","Unleaded",8.1,88268,"Garbutt","QLD","SUV",4,5,27999
"Holden",2013,"USED","Manual",4,1.8,"Front","Unleaded",7,54112,"Rockingham","WA","Hatchback",5,5,13488
"MG",2018,"USED","Automatic",4,1.8,"Front","Premium",7.8,65920,"South Bunbury","WA","Hatchback",4,5,14975
"Subaru",2020,"USED","Automatic",4,2,"AWD","Unleaded",6.6,42548,"Garbutt","QLD","Sedan",4,5,27995
"Toyota",2020,"USED","Automatic",4,2.5,"Front","Hybrid",4.7,28050,"Bentley","WA","SUV",5,5,57895
"Mazda",2015,"USED","Automatic",5,3.2,"4WD","Diesel",9.2,174917,"Garbutt","QLD","Ute / Tray",4,5,29999
"Toyota",2015,"USED","Manual",4,2.7,"Rear","Unleaded",11.1,146105,"Bunbury","WA","Ute / Tray",2,2,24990
"Mercedes-Benz",2019,"USED","Automatic",4,1.3,"Front","Premium",5.7,22835,"Hyde Park","QLD","Sedan",4,5,51988
"Ford",2020,"USED","Automatic",5,3.2,"4WD","Diesel",8.9,37404,"Bentley","WA","Ute / Tray",4,5,52988
"Holden",2017,"USED","Automatic",4,2.4,"Front","Unleaded",8.8,97721,"Myaree","WA","SUV",4,5,16888
"Mazda",2020,"USED","Automatic",4,3,"4WD","Diesel",8,93341,"Garbutt","QLD","Ute / Tray",4,5,56995
"Hyundai",2019,"USED","Automatic",4,2,"Front","Unleaded",7.9,154436,"Rockingham","WA","SUV",4,5,22990
"Subaru",2008,"USED","Automatic",4,2.5,"AWD","Unleaded",9.6,307600,"Mount Louisa","QLD","SUV",4,5,3200
"Jeep",2013,"USED","Automatic",6,3.6,"4WD","Premium",10.4,122460,"Victoria Park","WA","SUV",4,5,21985
"Mitsubishi",2022,"DEMO","Automatic",4,2,"Front","Unleaded",7.6,733,"Townsville","QLD","SUV",4,5,32930
"Volkswagen",2013,"USED","Automatic",4,2,"AWD","Premium",8.8,128413,"Rockingham","WA","SUV",4,5,15990
"Toyota",2000,"USED","Automatic",4,2.2,"Front","Unleaded",10,343770,"Mount Louisa","QLD","Sedan",4,5,2500
"MG",2021,"USED","Automatic",4,1.5,"Front","Unleaded",7.3,57041,"Morley","WA","SUV",4,5,22950
"Mazda",2013,"USED","Automatic",4,2.2,"AWD","Diesel",5.7,196435,"Townsville","QLD","SUV",4,5,19888
"Holden",2017,"USED","Manual",4,1.6,"Front","Premium",6.5,61395,"Rockingham","WA","Hatchback",5,5,22988
"Toyota",2011,"NEW","Automatic",6,3.5,"4WD","Unleaded",10.5,195040,"Garbutt","QLD","SUV",4,5,16999
"Volvo",2022,"USED","Automatic",4,2,"AWD","Hybrid",7.6,11198,"Osborne Park","WA","SUV",4,5,68990
"Volkswagen",2011,"USED","Manual",4,2,"4WD","Premium",8.7,118000,"Mount Louisa","QLD","SUV",4,5,10200
"Subaru",2015,"USED","Automatic",4,2.5,"AWD","Premium",7.3,167708,"Morley","WA","SUV",4,5,20990
"Isuzu",2014,"USED","Automatic",4,3,"4WD","Diesel",8.1,91986,"Garbutt","QLD","Ute / Tray",2,4,37999
"Nissan",2018,"USED","Automatic",4,2.3,"4WD","Diesel",7,108641,"Myaree","WA","Ute / Tray",4,5,41888
"LDV",2023,"NEW","Automatic",4,2,"4WD","Diesel",9.3,11,"Townsville","QLD","Ute / Tray",4,5,38990
"Nissan",2013,"USED","Manual",4,1.8,"Front","Unleaded",7.2,96961,"Myaree","WA","Sedan",4,5,12790
"Toyota",2018,"USED","Automatic",4,2.8,"4WD","Diesel",8.5,192824,"Townsville","QLD","Ute / Tray",4,5,41888
"Mazda",2019,"USED","Automatic",4,2,"Front","Unleaded",6.2,4155,"Rockingham","WA","Hatchback",5,5,31999
"Ford",2021,"USED","Automatic",4,2,"Rear","Diesel",7,2460,"Garbutt","QLD","SUV",4,7,65995
"Toyota",2018,"USED","Automatic",4,2.5,"AWD","Unleaded",8.5,79819,"Rockingham","WA","SUV",4,5,35999
"LDV",2022,"NEW","Automatic",4,2,"Rear","Diesel",8.2,12,"Townsville","QLD","Commercial",4,2,36990
"Toyota",2008,"USED","Automatic",4,1.5,"Front","Unleaded",6.7,174711,"Westcourt","QLD","Hatchback",5,5,8999
"Mazda",2011,"USED","Automatic",6,3.7,"Front","Unleaded",11,187875,"Kelmscott","WA","SUV",4,7,15699
"Toyota",2018,"USED","Automatic",4,2,"Rear","Premium",7.1,49770,"Bentley","WA","Coupe",2,4,36569
"Suzuki",2019,"USED","Automatic",4,1.2,"Front","Unleaded",4.8,51847,"Rockingham","WA","Hatchback",5,5,20988
"BMW",2021,"USED","Automatic",4,2,"AWD","Unleaded",7.6,35500,"Myaree","WA","SUV",4,5,77990
"Toyota",1993,"USED","Automatic",6,4.5,"4WD","Unleaded",0,413515,"Westcourt","QLD","SUV",4,8,12999
"Hyundai",2020,"USED","Automatic",4,2,"Front","Unleaded",7.2,48323,"Bungalow","QLD","SUV",4,5,24990
"Toyota",2021,"USED","Automatic",4,2.5,"Front","Hybrid",4.7,58316,"Bentley","WA","SUV",5,5,46388
"Toyota",2006,"USED","Manual",6,4.2,"4WD","Diesel",13,267126,"Bungalow","QLD","SUV",4,6,35990
"Subaru",2018,"USED","Automatic",4,2,"AWD","Unleaded",7,44489,"Mandurah","WA","SUV",4,5,35788
"Mitsubishi",2019,"USED","Automatic",4,2.4,"4WD","Diesel",7.6,84760,"Parramatta Park","QLD","Ute / Tray",4,5,46990
"Suzuki",2018,"USED","Automatic",4,1.2,"Front","Unleaded",4.8,98916,"Mandurah","WA","Hatchback",5,5,17977
"Toyota",2017,"USED","Manual",4,2,"Rear","Premium",7.8,78511,"Parramatta Park","QLD","Coupe",2,4,28990
"Mazda",2016,"USED","Automatic",4,2,"Front","Unleaded",6.1,56280,"Cairns","QLD","SUV",4,5,24990
"Kia",2017,"USED","Automatic",4,2,"Front","Unleaded",7.9,71447,"Rockingham","WA","SUV",4,5,26999
"Kia",2019,"USED","Automatic",6,3.3,"Rear","Unleaded",10.2,32041,"Bungalow","QLD","Sedan",4,5,56990
"Hyundai",2020,"USED","Automatic",4,2,"Front","Unleaded",7.4,60139,"Rockingham","WA","Hatchback",4,5,23999
"Hyundai",2018,"USED","Automatic",4,2,"Front","Unleaded",7.4,33962,"Cairns City","QLD","Hatchback",4,5,22990
"Nissan",2017,"USED","Manual",4,2.3,"4WD","Diesel",6.5,93265,"Rockingham","WA","Ute / Tray",4,5,34888
"Mercedes-Benz",2019,"USED","Automatic",6,3,"4WD","Diesel",8.8,149606,"Bungalow","QLD","Ute / Tray",4,5,49990
"Toyota",2021,"USED","Automatic",4,2.5,"Front","Hybrid",4.7,59156,"Bentley","WA","SUV",5,5,45988
"MG",2021,"USED","Automatic",4,1.5,"Front","Premium",6.7,28763,"Cairns","QLD","Hatchback",5,5,17850
"MG",2022,"USED","Automatic",4,1.5,"Front","Unleaded",7.3,32122,"Victoria Park","WA","SUV",4,5,26977
"Honda",2017,"USED","Automatic",4,2.4,"Front","Unleaded",7.8,93819,"Mandurah","WA","Wagon",4,7,33977
"Isuzu",2016,"USED","Automatic",4,3,"4WD","Diesel",8.3,159107,"Earlville","QLD","SUV",4,7,36980
"BMW",2012,"USED","Automatic",4,2,"Rear","Premium",6.4,86372,"Bentley","WA","Hatchback",5,5,19999
"Ford",2012,"USED","Manual",4,1.6,"Front","Unleaded",6.2,113169,"Cairns","QLD","Hatchback",5,5,10790
"Hyundai",2022,"DEMO","Automatic",4,2,"Front","Premium",8.2,2104,"Cairns","QLD","Sedan",4,5,51990
"Toyota",2020,"USED","Manual",8,4.5,"4WD","Diesel",10.7,26942,"Osborne Park","WA","Ute / Tray",4,5,94990
"Mitsubishi",2022,"USED","Automatic",4,2.5,"AWD","Unleaded",8.1,12289,"Bungalow","QLD","SUV",4,7,58990
"Kia",2019,"USED","Automatic",4,2,"Front","Unleaded",7.4,82345,"Bungalow","QLD","Sedan",4,5,20990
"Jeep",2012,"USED","Automatic",6,3.6,"AWD","Premium",11,181271,"Bentley","WA","SUV",4,5,21999
"Hyundai",2018,"USED","Automatic",4,2,"Front","Unleaded",7.9,64936,"Cairns City","QLD","SUV",4,5,26990
"Mitsubishi",2020,"USED","Automatic",4,2,"Front","Unleaded",7.6,82195,"Maddington","WA","SUV",4,5,23488
"Kia",2019,"USED","Automatic",4,2.2,"AWD","Diesel",7.2,108764,"Bungalow","QLD","SUV",4,7,35990
"Mercedes-Benz",2015,"USED","Automatic",4,2.1,"Rear","Diesel",8.2,197792,"Bayswater","WA","Commercial",4,2,19990
"Kia",2019,"USED","Automatic",4,2,"Front","Unleaded",7.9,92723,"Parramatta Park","QLD","SUV",4,5,26990
"Holden",2016,"USED","Automatic",8,6.2,"Rear","Premium",11.8,10000,"Rockingham","WA","Sedan",4,5,74990
"Hyundai",2021,"USED","Automatic",4,2,"AWD","Diesel",6.3,14815,"Cairns","QLD","SUV",4,5,49990
"Hyundai",2016,"USED","Automatic",4,2,"Front","Unleaded",7.9,113227,"Morley","WA","SUV",4,5,22888
"Kia",2021,"USED","Automatic",6,3.5,"Front","Unleaded",9.6,30910,"Bungalow","QLD","Wagon",4,8,48990
"Subaru",2015,"USED","Automatic",4,2.5,"AWD","Premium",7.3,122254,"Melville","WA","SUV",4,5,24950
"Hyundai",2020,"USED","Automatic",4,2,"Front","Unleaded",7.2,56188,"Cairns City","QLD","SUV",4,5,25990
"Mini",2017,"USED","Automatic",4,2,"Front","Premium",6.5,69000,"Rockingham","WA","SUV",4,5,38790
"Renault",2021,"USED","Automatic",4,2.5,"Front","Unleaded",8.1,26554,"Bungalow","QLD","SUV",4,5,29990
"Nissan",2021,"USED","Automatic",4,2.3,"4WD","Diesel",8.1,48202,"Bungalow","QLD","Ute / Tray",4,5,69990
"Toyota",2018,"USED","Automatic",4,2.8,"AWD","Diesel",8.6,36453,"Rockingham","WA","SUV",4,7,52480
"Nissan",2020,"USED","Automatic",4,2.3,"4WD","Diesel",7,22982,"Bungalow","QLD","Ute / Tray",4,5,56990
"Hyundai",2019,"USED","Automatic",4,2,"Front","Unleaded",7.9,64083,"Maddington","WA","SUV",4,5,30990
"Ford",2016,"USED","Automatic",4,2,"AWD","Diesel",5.5,90808,"Morley","WA","SUV",4,5,20998
"Holden",2007,"USED","Automatic",6,3.6,"Rear","Unleaded",11,131207,"Westcourt","QLD","Sedan",4,5,8999
"Kia",2019,"USED","Automatic",4,1.6,"Front","Unleaded",6.8,84569,"Rockingham","WA","Sedan",4,5,28999
"Mitsubishi",2003,"USED","Automatic",4,3.2,"4WD","Diesel",0,318206,"Westcourt","QLD","SUV",4,7,11999
"Lexus",2016,"USED","Automatic",4,2.5,"AWD","Hybrid",5.7,68718,"Palmyra","WA","SUV",4,5,45990
"Suzuki",2020,"USED","Manual",4,1.5,"4WD","Unleaded",6.9,33479,"Bungalow","QLD","SUV",2,4,37990
"Hyundai",2016,"USED","Automatic",4,2.2,"AWD","Diesel",7.8,103216,"Rockingham","WA","SUV",4,7,29999
"Volkswagen",2012,"USED","Automatic",4,2,"AWD","Premium",8.8,190623,"Wagin","WA","SUV",4,5,13650
"Ford",2017,"USED","Automatic",4,1.5,"Front","Unleaded",6.2,52130,"Victoria Park","WA","Hatchback",5,5,22999
"Toyota",2006,"USED","Automatic",4,3,"4WD","Diesel",12.6,278907,"Pinelands","NT","SUV",4,8,29990
"Subaru",2019,"USED","Manual",4,2,"AWD","Premium",9.2,32216,"Berrimah","NT","Sedan",4,5,42990
"Toyota",2015,"USED","Automatic",4,1.5,"Front","Hybrid",3.9,39807,"Osborne Park","WA","Hatchback",5,5,26990
"Toyota",2006,"USED","Manual",4,3,"Rear","Diesel",8.6,318100,"Pinelands","NT","Ute / Tray",4,5,13700
"Toyota",2013,"USED","Automatic",4,3,"4WD","Diesel",8.5,217232,"Mandurah","WA","SUV",4,7,42966
"Toyota",2016,"USED","Automatic",4,2.5,"AWD","Unleaded",8.5,161125,"Berrimah","NT","SUV",4,5,23990
"Toyota",2011,"USED","Automatic",8,4.5,"4WD","Diesel",10.3,165564,"Bibra Lake","WA","SUV",4,8,67888
"Ford",2017,"USED","Manual",4,2,"Front","Premium",7.3,65025,"Berrimah","NT","Hatchback",5,5,28990
"Mitsubishi",2016,"USED","Automatic",4,2,"Front","Unleaded",7.4,67496,"Burswood","WA","SUV",4,5,19900
"Mitsubishi",2014,"USED","Automatic",4,2.5,"4WD","Diesel",9.3,251621,"Pinelands","NT","Ute / Tray",4,5,28800
"Kia",2020,"USED","Automatic",6,3.3,"Front","Unleaded",10.8,145589,"Welshpool","WA","Wagon",4,8,30950
"Nissan",2018,"USED","Automatic",6,3.5,"Front","Premium",9.9,72139,"Berrimah","NT","SUV",4,7,35480
"Toyota",2022,"USED","Automatic",6,3.3,"4WD","Diesel",8.9,9754,"Canning Vale","WA","SUV",4,7,139990
"Ford",2022,"USED","Automatic",4,2,"Rear","Diesel",7.1,16987,"Berrimah","NT","SUV",4,7,68490
"Toyota",2016,"USED","Manual",4,2.8,"4WD","Diesel",7.6,129846,"Bibra Lake","WA","Ute / Tray",4,5,39975
"Holden",2018,"USED","Automatic",4,1.4,"Front","Unleaded",6.7,103000,"Pinelands","NT","SUV",4,5,17999
"Holden",2017,"USED","Automatic",4,2.4,"Front","Unleaded",8.8,63065,"Rockingham","WA","SUV",4,5,19988
"Toyota",2022,"USED","Automatic",4,2.8,"4WD","Diesel",7.9,19569,"Pinelands","NT","SUV",4,7,89990
"Toyota",2002,"USED","Manual",4,1.8,"Front","Unleaded",8,185413,"Winnellie","NT","Sedan",4,5,5990
"Nissan",2017,"USED","Automatic",4,2,"Front","Unleaded",6.9,93830,"Bentley","WA","SUV",4,5,21999
"Mazda",2021,"USED","Automatic",4,2.5,"AWD","Unleaded",7.5,51004,"Cannington","WA","SUV",4,5,41888
"Renault",2019,"USED","Automatic",4,1.2,"Front","Premium",5.6,29470,"Victoria Park","WA","Hatchback",5,5,22990
"Hyundai",2020,"USED","Automatic",4,2,"Front","Unleaded",7.4,75543,"Maddington","WA","Hatchback",4,5,22888
"Volkswagen",2015,"USED","Manual",4,1.2,"Front","Premium",4.8,80109,"Stuart Park","NT","Hatchback",5,5,12980
"Nissan",2020,"USED","Automatic",4,2.3,"4WD","Diesel",7.9,46237,"Rockingham","WA","Ute / Tray",4,5,48999
"LDV",2016,"USED","Automatic",4,2,"Rear","Unleaded",11.7,67364,"Winnellie","NT","Commercial",4,2,18990
"Toyota",2020,"USED","Automatic",4,1.2,"Front","Premium",6.4,29866,"Melville","WA","SUV",5,5,38989
"Hyundai",2020,"USED","Automatic",4,2,"Front","Unleaded",7.4,72078,"Stuart Park","NT","Hatchback",4,5,22980
"Toyota",2018,"USED","Automatic",4,2.8,"4WD","Diesel",8.5,92536,"Bassendean","WA","Ute / Tray",4,5,40990
"Volkswagen",2020,"USED","Automatic",3,1,"Front","Premium",5.4,18627,"Winnellie","NT","SUV",4,5,26990
"Kia",2019,"USED","Automatic",4,2.2,"Front","Diesel",7.7,52500,"Rockingham","WA","Wagon",4,8,53999
"Mazda",2019,"USED","Automatic",4,2,"Front","Unleaded",6.9,46144,"Stuart Park","NT","SUV",4,5,33980
"Mitsubishi",2018,"USED","Automatic",4,2.4,"AWD","Unleaded",7.2,62037,"Victoria Park","WA","SUV",4,7,28999
"Isuzu",2018,"USED","Automatic",4,3,"4WD","Diesel",7.7,75232,"Winnellie","NT","Ute / Tray",4,5,44990
"Toyota",2014,"USED","Automatic",4,1.8,"Front","Unleaded",6.6,142600,"Darwin","NT","Hatchback",5,5,16980
"Toyota",2019,"USED","Manual",8,4.5,"4WD","Diesel",10.7,84283,"Winnellie","NT","Ute / Tray",2,2,89999
"Nissan",2022,"USED","Automatic",8,5.6,"4WD","Premium",14.4,17645,"Bibra Lake","WA","SUV",4,8,92888
"MG",2021,"USED","Automatic",4,1.5,"Front","Unleaded",7.3,10388,"Winnellie","NT","SUV",4,5,29990
"Toyota",2022,"USED","Automatic",4,1.8,"Front","Hybrid",4.2,6501,"Maddington","WA","Hatchback",5,5,46998
"Subaru",2019,"USED","Automatic",4,2,"AWD","Unleaded",7,54353,"Darwin","NT","SUV",4,5,34980
"Ford",2017,"USED","Automatic",5,3.2,"4WD","Diesel",8.5,87811,"Rockingham","WA","SUV",4,7,43885
"Toyota",2017,"USED","Automatic",4,2.7,"Rear","Unleaded",10.9,123184,"Winnellie","NT","Ute / Tray",2,2,28990
"Toyota",2017,"USED","Automatic",4,2.8,"4WD","Diesel",8.5,138873,"Darwin","NT","Ute / Tray",4,5,54980
"Toyota",2018,"USED","Manual",8,4.5,"4WD","Diesel",10.7,58355,"Bentley","WA","Ute / Tray",4,5,99992
"Ford",2009,"USED","Automatic",6,4,"Rear","Unleaded",10.5,243175,"Winnellie","NT","Sedan",4,5,7990
"Nissan",2009,"USED","Automatic",6,3.5,"4WD","Unleaded",10.9,225616,"Osborne Park","WA","SUV",4,5,10990
"Toyota",2018,"USED","Automatic",4,2.4,"4WD","Diesel",8.5,127268,"Darwin","NT","Ute / Tray",4,2,37980
"Mitsubishi",2020,"USED","Automatic",4,2.4,"Front","Unleaded",7.2,51141,"Bassendean","WA","SUV",4,7,28990
"Toyota",2021,"USED","Automatic",4,2.8,"4WD","Diesel",8.4,18157,"Darwin","NT","Ute / Tray",4,5,79980
"Kia",2021,"USED","Automatic",4,1.2,"Front","Unleaded",5.8,18000,"Collie","WA","Hatchback",5,5,19990
"Mazda",2019,"USED","Automatic",4,2,"Front","Unleaded",6.3,46964,"Palmyra","WA","SUV",4,5,27990
"Toyota",2018,"USED","Automatic",4,2.8,"4WD","Diesel",8,164950,"Wongan Hills","WA","SUV",4,7,59990
"Mercedes-Benz",2011,"USED","Automatic",4,1.7,"Front","Premium",7.6,111501,"Bunbury","WA","Hatchback",5,5,9990
"Hyundai",2020,"USED","Automatic",4,2,"Front","Unleaded",7.4,79069,"Bentley","WA","Hatchback",4,5,21977
"Toyota",2011,"USED","Automatic",4,3,"4WD","Diesel",9.3,192055,"Cannington","WA","Ute / Tray",4,5,29998
"Jeep",2013,"USED","Automatic",4,2,"Rear","Premium",8.3,94072,"Rockingham","WA","SUV",4,5,15988
"Honda",2009,"USED","Automatic",6,3.5,"Front","Unleaded",10,133916,"West Perth","WA","Sedan",4,5,11990
"Hyundai",2005,"USED","Manual",4,2.9,"4WD","Diesel",10.1,194090,"West Perth","WA","SUV",4,7,9990
"Holden",2014,"USED","Automatic",6,3,"AWD","Unleaded",10.1,67968,"Kenwick","WA","SUV",4,7,13990
